`mesh_concept_uid`,`mesh_descriptor_uid`
M000611267,D000070601
M000611268,D000173
M000611269,D000173
M000611270,D000070602
M000611275,D000070602
M000611276,D000070603
M000611277,D000070603
M000611278,D004204
M000611279,D000070918
M000611280,D000070604
M000611281,D000070916
M000611284,D013710
M000611285,D013710
M0006113,D003911
M000611327,D004204
M000611329,D004576
M000611337,D000070607
M000611339,D050723
M000611340,D023401
M000611352,D003612
M000611353,D011187
M000611354,D062206
M000611359,D019534
M000611360,D019534
M000611361,D019534
M000611362,D000070614
M000611368,D000070616
M000611369,D000070617
M000611372,D016474
M000611373,D000070621
M000611374,D000070621
M000611375,D014567
M000611376,D014567
M000611377,D065708
M000611383,D014457
M000611384,D014457
M000611385,D006811
M000611389,D011884
M000611390,D000070624
M000611395,D000070627
M000611396,D006811
M000611397,D006811
M000611398,D012784
M0006114,D003911
M000611400,D000070628
M000611409,D000070631
M000611410,D000070630
M000611419,D018409
M000611420,D012250
M000611422,D031965
M000611423,D012278
M000611424,D000068656
M000611425,D000070632
M000611426,D000070632
M000611427,D000070632
M000611428,D000070632
M000611429,D000070633
M000611430,D000070633
M000611431,D000070633
M000611432,D000070633
M000611433,D017006
M000611434,D017006
M000611435,D017006
M000611436,D017006
M000611441,D000071218
M000611442,D065856
M000611443,D000071217
M000611444,D065856
M000611445,D031804
M000611447,D031804
M000611448,D031804
M000611449,D031804
M000611450,D065825
M000611451,D031443
M000611454,D031786
M000611455,D049918
M000611456,D032108
M000611457,D000070635
M000611458,D036624
M000611465,D000070636
M000611470,D000070637
M000611471,D000070638
M000611472,D000070639
M000611473,D000070639
M0006115,D003911
M000611549,D029752
M000611550,D031205
M000611551,D031367
M000611552,D014131
M000611553,D014131
M000611557,D000070656
M000611569,D000070657
M000611571,D029798
M000611572,D029798
M000611574,D029798
M000611576,D029798
M000611577,D032265
M000611578,D032265
M000611579,D000070658
M000611580,D000070658
M000611581,D000070658
M000611582,D020950
M000611583,D027843
M000611586,D000070599
M000611641,D000070659
M000611642,D000070659
M000611646,D000070660
M000611647,D000070660
M000611648,D004289
M000611649,D004289
M000611651,D027623
M000611652,D027623
M000611688,D013585
M000611691,D002062
M000611694,D000070677
M000611698,D000070636
M000611699,D000070636
M0006117,D003911
M000611704,D032141
M000611705,D027983
M000611727,D000072087
M000611728,D001927
M0006118,D003911
M0006119,D003911
M000611921,D008571
M000611936,D054816
M0006120,D003911
M000612029,D006365
M000612030,D000070779
M0006121,D003911
M0006122,D003911
M000612256,D000070779
M000612258,D000070796
M000612260,D000070797
M000612261,D006109
M000612264,D003398
M000612277,D000070799
M000612278,D015775
M000612279,D000071380
M000612291,D000070816
M000612296,D000070817
M0006123,D003911
M000612305,D000070822
M000612342,D000070636
M000612344,D000070837
M000612345,D000070838
M000612347,D000070840
M000612361,D000070856
M000612362,D000070857
M000612363,D000070857
M000612364,D000070857
M000612365,D000070857
M000612366,D011315
M0006124,D003911
M0006125,D003911
M000612546,D029800
M000612551,D003638
M000612552,D031367
M000612553,D000070635
M000612554,D000070635
M000612576,D000070598
M000612577,D000070896
M000612578,D000070896
M0006126,D003911
M000612620,D000070600
M000612621,D000070600
M000612628,D000070136
M000612694,D031341
M000612695,D031224
M0006127,D003911
M000612706,D031786
M000612725,D049918
M000612726,D032108
M000612727,D032108
M000612730,D000070658
M000612731,D000070658
M000612732,D000070658
M000612733,D000070658
M000612738,D055580
M000612744,D000070956
M000612745,D000070956
M000612746,D000070957
M000612774,D000070976
M0006128,D003911
M000612842,D000070996
M000612844,D000070997
M000612858,D000070998
M0006129,D003911
M000612916,D008312
M000612917,D008312
M000612918,D000071017
M000612919,D016750
M000612920,D016750
M000612934,D000071018
M000612935,D000071019
M000612938,D000071020
M000612947,D000071036
M000612948,D000071037
M000612949,D000071038
M000612951,D000071039
M000612953,D000071040
M000612954,D000071041
M000612956,D000071040
M000612957,D000071040
M000612958,D007922
M000612959,D007922
M000612964,D000071056
M000612971,D000071057
M000612972,D000071058
M000612976,D000071059
M000612977,D000071060
M000612978,D000071060
M000612979,D000071061
M000612980,D000071062
M000612982,D000071063
M000612983,D000071064
M000612985,D000071065
M000612986,D000071065
M000612987,D000071066
M000612988,D000071067
M000612989,D000071068
M000612990,D000071069
M000612991,D000071070
M000612992,D000071070
M000612993,D000071070
M000612994,D000071071
M000612995,D000071071
M000612996,D000071071
M000612997,D000071072
M000612999,D000071074
M0006130,D003911
M000613004,D063186
M000613060,D000071076
M000613061,D000071077
M000613063,D000071078
M000613064,D000071079
M000613096,D000071080
M000613099,D000071081
M0006131,D003911
M000613106,D000071085
M000613108,D000071087
M000613119,D000071096
M000613120,D000071097
M000613122,D000071096
M000613124,D005195
M000613125,D002654
M000613164,D000071116
M000613165,D000071117
M000613166,D000071118
M000613167,D000071119
M000613168,D000071120
M000613174,D002985
M000613177,D000071121
M0006132,D003912
M000613201,D000071137
M000613204,D000069036
M000613226,D000071156
M000613241,D000071158
M0006133,D003913
M000613323,D000784
M000613324,D000071161
M000613336,D000071162
M000613340,D000071163
M000613342,D000071164
M000613343,D004387
M000613345,D000071165
M000613385,D000071176
M000613389,D000071179
M0006134,D003913
M000613424,D000071181
M000613429,D000071182
M000613430,D000071183
M000613458,D000071184
M000613464,D000071185
M000613469,D000071186
M000613472,D000071187
M000613481,D000071189
M000613482,D000071190
M000613483,D000071190
M000613485,D000071192
M000613486,D000071193
M0006135,D003913
M000613505,D000071185
M000613534,D000071194
M000613540,D000068698
M000613548,D004289
M000613550,D000639
M000613565,D024502
M000613567,D014797
M000613569,D000071196
M000613577,D000071197
M000613578,D000071197
M000613579,D000071197
M000613582,D000071199
M0006136,D003914
M000613645,D005178
M000613646,D000070636
M000613651,D000071219
M000613652,D000071220
M000613653,D010596
M000613664,D000071221
M000613665,D000071222
M000613666,D000071223
M000613668,D000071225
M000613686,D000068737
M000613687,D002794
M000613688,D000068896
M000613690,D000068836
M000613692,D000198
M0006137,D003915
M000613705,D002329
M000613712,D002266
M000613713,D002266
M000613714,D000198
M000613715,D000071228
M000613718,D000071229
M000613727,D000071230
M000613753,D000071231
M000613763,D000071232
M0006138,D003915
M000613802,D000071238
M000613814,D000071241
M000613823,D000071243
M000613824,D000071244
M000613846,D000071245
M000613849,D004651
M000613853,D000071248
M000613866,D000071257
M0006139,D003915
M000613902,D000071377
M000613905,D000070777
M000613906,D000070777
M000613907,D000070777
M000613908,D000070777
M000613911,D000071251
M000613913,D000071252
M000613914,D000071252
M000613939,D000071278
M000613940,D000071253
M000613941,D000071253
M000613943,D000071296
M000613944,D000071297
M000613945,D000071298
M000613946,D000071298
M000613947,D000071298
M000613978,D000071278
M0006140,D003915
M000614016,D000071316
M000614019,D000071317
M0006141,D003915
M000614163,D002161
M000614168,D020165
M000614169,D020165
M000614170,D002940
M000614171,D000071217
M000614172,D000071336
M000614175,D000070634
M0006142,D003916
M000614240,D000071074
M000614241,D000071074
M0006143,D003917
M000614339,D000505
M000614340,D000505
M000614349,D000071376
M000614357,D000071197
M000614358,D050486
M000614387,D012002
M0006144,D003918
M000614436,D000071396
M000614463,D013850
M000614464,D000067656
M000614465,D013850
M000614472,D000071416
M000614477,D000071417
M0006145,D003918
M000614527,D000071419
M000614529,D000071421
M000614530,D000071421
M000614531,D008018
M000614536,D000071422
M0006146,D003919
M000614635,D000071436
M000614636,D022722
M000614637,D000071437
M000614638,D000071438
M000614641,D000071439
M000614676,D010312
M000614677,D010312
M000614678,D010312
M000614683,D000071446
M000614685,D000071441
M000614686,D000071442
M000614691,D000071442
M000614692,D000071442
M000614693,D000071442
M000614695,D000071443
M000614696,D000071442
M000614697,D000071442
M000614698,D000071444
M000614699,D000071444
M000614702,D000071448
M000614703,D000071447
M000614707,D002633
M000614708,D000071449
M000614710,D043484
M000614713,D000071450
M000614717,D000071451
M000614776,D000071456
M000614788,D000071457
M000614792,D000071458
M000614793,D000071459
M000614795,D000071461
M0006148,D003920
M000614836,D000071476
M000614837,D000071477
M000614857,D000071478
M000614858,D000071479
M000614859,D000071480
M0006149,D003921
M000614938,D000071496
M000614939,D000071497
M000614940,D000071498
M000614941,D000071499
M000614942,D000071500
M000614943,D000071501
M000614944,D000071502
M000614945,D000071503
M000614982,D000071516
M000614997,D000071518
M000614998,D000071518
M0006150,D003921
M000615041,D000071538
M000615060,D006253
M000615061,D006253
M000615062,D000071556
M000615063,D000071557
M000615064,D000071559
M000615065,D000071559
M000615066,D018562
M000615075,D004387
M000615076,D000071072
M000615079,D000071562
M000615098,D000071576
M0006151,D003921
M000615101,D000071576
M000615106,D004620
M000615116,D000693
M000615117,D010012
M000615196,D000071596
M000615197,D000071596
M000615199,D000071596
M0006152,D003922
M000615203,D000009
M000615216,D000009
M000615244,D000071616
M000615251,D000071617
M000615268,D009801
M000615269,D009801
M000615270,D009801
M000615271,D009801
M000615272,D009801
M000615274,D000071656
M000615275,D000071657
M000615276,D000009
M000615277,D009801
M000615301,D000071298
M000615302,D000071676
M000615307,D000071678
M000615312,D000071682
M000615336,D000071697
M000615339,D000071698
M000615342,D000071699
M000615343,D000067269
M000615345,D000071700
M000615346,D014676
M000615351,D000071716
M000615358,D000071717
M0006154,D003923
M000615417,D027983
M000615419,D000071736
M000615420,D000071737
M000615421,D000071738
M000615422,D000071739
M000615423,D000071740
M000615424,D000071741
M000615425,D032281
M0006155,D003924
M000615510,D000071757
M000615519,D000071776
M000615520,D000071776
M000615521,D000071776
M000615522,D000071776
M000615545,D000071796
M000615546,D000071797
M000615551,D000071799
M000615552,D000071816
M000615553,D000071817
M000615554,D000071818
M000615555,D043222
M000615556,D000071819
M000615557,D000071820
M000615558,D000071821
M000615559,D000071822
M000615560,D000071823
M000615562,D000071825
M000615563,D000071826
M000615580,D000071836
M000615581,D000071837
M000615582,D000071841
M0006156,D003925
M000615633,D000071856
M000615636,D000071857
M0006157,D003925
M000615725,D000071876
M000615796,D000071896
M0006158,D003926
M000615856,D000071421
M0006159,D003927
M0006160,D003928
M000616036,D000071228
M000616056,D000071936
M000616059,D000071937
M000616066,D000071938
M000616068,D000071939
M000616072,D000071940
M000616079,D000071941
M000616083,D001281
M000616084,D001281
M000616092,D009558
M000616094,D000072036
M000616095,D001771
M0006161,D003928
M000616109,D002114
M000616110,D000071956
M000616115,D002637
M000616118,D000071956
M000616120,D000072601
M000616122,D015444
M000616123,D000071959
M000616126,D002285
M000616127,D000071960
M000616128,D000071960
M000616163,D000071976
M000616164,D008487
M000616183,D001068
M000616184,D001068
M000616185,D001281
M000616186,D011788
M000616188,D000071066
M000616192,D000071997
M000616196,D000071999
M0006162,D003929
M000616229,D000072001
M000616230,D000072001
M000616231,D000072002
M000616232,D019643
M000616233,D000072002
M000616234,D000072600
M000616235,D010007
M000616241,D000072017
M000616242,D000072018
M000616243,D000072019
M000616244,D000072020
M000616245,D000072020
M000616255,D000072038
M000616258,D000072039
M000616261,D000072040
M000616262,D000072041
M000616263,D016103
M000616265,D000072042
M000616266,D013978
M000616267,D013978
M000616268,D013978
M000616269,D000072056
M000616279,D006461
M000616280,D006461
M000616281,D008279
M000616298,D000072080
M000616299,D000072078
M0006163,D003930
M000616300,D000072077
M000616303,D000072079
M000616304,D000072080
M000616305,D000072081
M000616307,D000072082
M000616319,D005080
M000616321,D000072085
M000616322,D000072086
M000616339,D000072096
M000616342,D000072097
M000616343,D000072098
M000616344,D000072099
M000616345,D000072100
M000616346,D000072101
M000616347,D005269
M000616348,D005269
M000616351,D010012
M000616359,D000072102
M000616361,D000072103
M000616362,D000072104
M000616363,D000072105
M000616364,D000072106
M0006164,D003931
M000616409,D000072137
M000616410,D011379
M000616416,D000072138
M000616417,D000072139
M000616418,D000072139
M000616419,D000072139
M000616422,D000072140
M000616423,D000072141
M000616424,D000072142
M000616425,D000072143
M000616428,D000072156
M000616433,D000072157
M000616434,D018314
M000616435,D000072158
M000616438,D000072161
M000616439,D000072162
M000616440,D000072163
M000616456,D000072176
M000616457,D000072176
M000616461,D000072176
M000616480,D000072177
M000616482,D000072178
M000616483,D000072179
M000616484,D000072176
M000616486,D000072182
M000616490,D000072183
M000616491,D000072184
M000616517,D000072197
M000616525,D000072199
M000616526,D000072199
M000616578,D000072216
M000616579,D000072216
M000616580,D000072216
M000616581,D004708
M000616589,D000072219
M000616590,D000072219
M000616591,D000072102
M000616592,D000072220
M000616593,D000072220
M000616594,D000072221
M000616595,D000072222
M000616596,D000072223
M0006166,D003932
M000616645,D000072226
M000616651,D013165
M000616652,D013165
M000616653,D000072227
M000616655,D000072228
M000616656,D000488
M000616658,D000072229
M000616659,D058618
M000616660,D000072230
M000616661,D000072231
M000616663,D000072232
M000616665,D000072234
M000616676,D009369
M000616677,D001842
M000616680,D000792
M000616686,D000072257
M000616687,D000072257
M000616691,D000072258
M000616694,D000072260
M000616698,D000072261
M000616699,D000072261
M000616700,D000072261
M000616702,D000072263
M000616703,D000072264
M000616720,D000072277
M000616721,D000072277
M000616722,D000072277
M000616723,D000072278
M000616725,D000072280
M000616745,D000072282
M000616746,D000072283
M000616776,D000009
M000616789,D000072296
M000616791,D000072296
M000616792,D000072296
M000616793,D000072296
M0006168,D003933
M000616889,D002196
M000616892,D000071479
M000616894,D000069446
M000616896,D000069449
M000616897,D064699
M0006169,D003933
M000616900,D002196
M000616901,D010537
M000616902,D000072316
M000616903,D000072317
M000616904,D000072318
M000616943,D000072336
M000616945,D000072338
M000616946,D000072338
M000616947,D000072339
M000616948,D063106
M000616949,D063106
M000616953,D000072339
M000616959,D000072317
M000616984,D000072357
M000616985,D000072358
M000616987,D000072359
M000616995,D000072376
M000616998,D060386
M0006170,D003935
M000617000,D000072378
M000617001,D000072379
M000617018,D000072380
M000617021,D000072396
M000617069,D000072916
M000617076,D000072416
M000617077,D006576
M000617078,D006576
M000617079,D000072417
M000617080,D000329
M000617082,D000072436
M000617083,D000072437
M000617096,D000072438
M000617097,D001213
M000617098,D000072439
M000617099,D000072440
M0006171,D003936
M000617100,D000072441
M000617165,D000072458
M000617177,D000072461
M000617182,D000072466
M000617183,D000072467
M000617185,D000072469
M000617186,D000072470
M000617187,D000072471
M000617188,D000072472
M000617189,D000072473
M000617190,D000072474
M000617191,D000072475
M000617192,D000072476
M000617193,D000072477
M000617194,D000072478
M000617195,D000072480
M0006172,D003937
M000617209,D008327
M000617223,D000072496
M000617224,D000072497
M000617225,D000072498
M000617226,D000072499
M000617227,D000072499
M000617228,D000072499
M000617229,D000072500
M000617233,D000072501
M000617236,D000072503
M000617237,D000072505
M000617277,D000072516
M000617278,D000072556
M0006173,D003938
M000617314,D000072576
M000617316,D000072577
M0006174,D003939
M000617432,D000072596
M000617433,D000072597
M000617434,D000072598
M000617435,D000072599
M000617436,D062609
M000617465,D056486
M000617466,D056486
M000617494,D000072317
M000617497,D000072159
M000617498,D005398
M000617499,D005398
M0006175,D003940
M000617538,D000072622
